IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i7 index (if applicable)	i5 Index (or single index)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
SAMP-402	CEMBA171214_4D	Mini Brain Atlas_4D_Rep1	mouse	EXP-316	XW	1/30/2018	XW_49	XW_49	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-667			NA	NA	NA	NA	NA	NA	NA		
SAMP-418	CEMBA171219_4D	Mini Brain Atlas_4D_Rep2	mouse	EXP-319	XW	1/30/2018	XW_50	XW_50	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-668			NA	NA	NA	NA	NA	NA	NA		
SAMP-420	CEMBA180105_3F	Mini Brain Atlas_3F_Rep1	mouse	EXP-321	XW	1/26/2018	XW_51	XW_51	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-669			NA	NA	NA	NA	NA	NA	NA		
SAMP-504	CEMBA180109_3F	Mini Brain Atlas_3F_Rep2	mouse	EXP-470	XW	1/26/2018	XW_52	XW_52	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-670			NA	NA	NA	NA	NA	NA	NA		
SAMP-505	CEMBA180110_4E	Mini Brain Atlas_4E_Rep1	mouse	EXP-471	XW	1/30/2018	XW_53	XW_53	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-671			NA	NA	NA	NA	NA	NA	NA		
SAMP-506	CEMBA180111_4E	Mini Brain Atlas_4E_Rep2	mouse	EXP-472	XW	1/30/2018	XW_54	XW_54	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-672			NA	NA	NA	NA	NA	NA	NA		
SAMP-512	CEMBA180129_3A	Mini Brain Atlas_3A_Rep1	mouse	EXP-477	XW	3/9/2018	XW_55	XW_55	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-673			NA	NA	NA	NA	NA	NA	NA		
SAMP-513	CEMBA180130_3A	Mini Brain Atlas_3A_Rep2	mouse	EXP-478	XW	3/9/2018	XW_56	XW_56	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-674			NA	NA	NA	NA	NA	NA	NA		
SAMP-514	CEMBA180205_4A	Mini Brain Atlas_4A_Rep1	mouse	EXP-479	XW	3/9/2018	XW_57	XW_57	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-675			NA	NA	NA	NA	NA	NA	NA		
SAMP-515	CEMBA180206_4A	Mini Brain Atlas_4A_Rep2	mouse	EXP-480	XW	3/9/2018	XW_58	XW_58	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-676			NA	NA	NA	NA	NA	NA	NA		
SAMP-518	CEMBA180208_1C	Mini Brain Atlas_1C_Rep1	mouse	EXP-483	XW	3/15/2018	XW_59	XW_59	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-677			NA	NA	NA	NA	NA	NA	NA		
SAMP-516	CEMBA180212_1C	Mini Brain Atlas_1C_Rep2	mouse	EXP-481	XW	3/13/2018	XW_60	XW_60	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-678			NA	NA	NA	NA	NA	NA	NA		
SAMP-517	CEMBA180213_1B	Mini Brain Atlas_1B_Rep3	mouse	EXP-482	XW	3/15/2018	XW_61	XW_61	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-679			NA	NA	NA	NA	NA	NA	NA		
SAMP-419	CEMBA180104_4B	Mini Brain Atlas_4B_Rep3	mouse	EXP-320	XW	3/13/2018	XW_62	XW_62	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-680			NA	NA	NA	NA	NA	NA	NA		
SAMP-519	CEMBA180220_2E	Mini Brain Atlas_2E_Rep1	mouse	EXP-484	XW	3/6/2018	XW_63	XW_63	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-681			NA	NA	NA	NA	NA	NA	NA		
SAMP-520	CEMBA180222_2E	Mini Brain Atlas_2E_Rep2	mouse	EXP-485	XW	3/6/2018	XW_64	XW_64	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-682			NA	NA	NA	NA	NA	NA	NA		
SAMP-521	CEMBA180226_1A	Mini Brain Atlas_1A_Rep1	mouse	EXP-486	XW	3/13/2018	XW_65	XW_65	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-683			NA	NA	NA	NA	NA	NA	NA		
SAMP-522	CEMBA180227_1A	Mini Brain Atlas_1A_Rep2	mouse	EXP-487	XW	3/13/2018	XW_66	XW_66	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-684			NA	NA	NA	NA	NA	NA	NA		
SAMP-508	CEMBA180118_1B	Mini Brain Atlas_1B_Rep1	mouse	EXP-473	XW	3/21/2018	XW_67	XW_67	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-685			NA	NA	NA	NA	NA	NA	NA		
SAMP-509	CEMBA180119_1B	Mini Brain Atlas_1B_Rep2	mouse	EXP-474	XW	3/21/2018	XW_68	XW_68	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-686			NA	NA	NA	NA	NA	NA	NA		
SAMP-510	CEMBA180122_2A	Mini Brain Atlas_2A_Rep1	mouse	EXP-475	XW	3/23/2018	XW_69	XW_69	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-687			NA	NA	NA	NA	NA	NA	NA		
SAMP-511	CEMBA180123_2A	Mini Brain Atlas_2A_Rep2	mouse	EXP-476	XW	3/23/2018	XW_70	XW_70	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-688			NA	NA	NA	NA	NA	NA	NA		
SAMP-378	Human Brain Nuclei crude	Human Brain Nuclei crude 25yr MD	human	EXP-492	XW	3/13/2018	XW_72	XW_72	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-689			NA	NA	NA	NA	NA	NA	NA		
SAMP-523	CEMBA180305_2B	Mini Brain Atlas_2B_Rep1	mouse	EXP-488	XW	3/13/2018	XW_73	XW_73	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-690			NA	NA	NA	NA	NA	NA	NA		
SAMP-524	CEMBA180306_2B	Mini Brain Atlas_2B_Rep2	mouse	EXP-489	XW	3/13/2018	XW_74	XW_74	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-691			NA	NA	NA	NA	NA	NA	NA		
SAMP-126	GM_SNAP10	Biomek_9th_1	human	EXP-493	JYH	3/12/2018	JYH_304	JYH_304	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	703	502	Biomek 9th	SEQ-715			hg38	12,559,628	7,975,920	0.635	0.202	47.23	0.384		
SAMP-126	GM_SNAP10	Biomek_9th_2	human	EXP-494	JYH	3/12/2018	JYH_305	JYH_305	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	704	503	Biomek 9th	SEQ-716			hg38	10,135,192	6,676,362	0.659	0.17	44.9	0.373		
SAMP-126	GM_SNAP10	Biomek_9th_3	human	EXP-495	JYH	3/12/2018	JYH_306	JYH_306	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	705	505	Biomek 9th	SEQ-717			hg38	10,264,338	6,708,250	0.654	0.179	45.83	0.381		
SAMP-126	GM_SNAP10	Biomek_9th_4	human	EXP-496	JYH	3/12/2018	JYH_307	JYH_307	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	706	506	Biomek 9th	SEQ-718			hg38	10,873,108	7,239,968	0.666	0.161	46.12	0.384		
SAMP-126	GM_SNAP10	Biomek_9th_5	human	EXP-497	JYH	3/12/2018	JYH_308	JYH_308	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	707	507	Biomek 9th	SEQ-719			hg38	11,378,634	7,542,490	0.663	0.16	46.29	0.383		
SAMP-126	GM_SNAP10	Biomek_9th_6	human	EXP-498	JYH	3/12/2018	JYH_309	JYH_309	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	710	508	Biomek 9th	SEQ-720			hg38	10,589,018	7,050,622	0.666	0.168	43.68	0.366		
SAMP-126	GM_SNAP10	Biomek_9th_7	human	EXP-499	JYH	3/12/2018	JYH_310	JYH_310	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	711	510	Biomek 9th	SEQ-721			hg38	11,058,946	7,355,926	0.665	0.164	45.69	0.379		
SAMP-126	GM_SNAP10	Biomek_9th_8	human	EXP-500	JYH	3/12/2018	JYH_311	JYH_311	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	712	511	Biomek 9th	SEQ-722			hg38	10,135,376	6,705,492	0.662	0.173	45.15	0.376		
SAMP-475	CW60278-none	CW60278-none	human	EXP-448	JYH	3/12/2018	JYH_288	JYH_288	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	701	502	Gleeson	SEQ-723			hg38	10,203,704	3,539,124	0.347	0.527	31.24	0.273		
SAMP-476	CW60278-1hr	CW60278-1hr	human	EXP-449	JYH	3/12/2018	JYH_289	JYH_289	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	702	503	Gleeson	SEQ-724			hg38	7,918,374	2,891,726	0.365	0.513	30.32	0.264		
SAMP-477	CW60278-6hr	CW60278-6hr	human	EXP-450	JYH	3/12/2018	JYH_290	JYH_290	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	703	505	Gleeson	SEQ-725			hg38	12,487,244	5,564,956	0.446	0.412	17.18	0.156		
SAMP-478	CW60037-none	CW60037-none	human	EXP-451	JYH	3/12/2018	JYH_291	JYH_291	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	704	506	Gleeson	SEQ-726			hg38	9,202,374	4,579,248	0.498	0.35	36.49	0.27		
SAMP-479	CW60037-1hr	CW60037-1hr	human	EXP-452	JYH	3/12/2018	JYH_292	JYH_292	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	705	507	Gleeson	SEQ-727			hg38	11,853,980	6,282,248	0.53	0.324	31.96	0.238		
SAMP-480	CW60037-6hr	CW60037-6hr	human	EXP-453	JYH	3/12/2018	JYH_293	JYH_293	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	706	508	Gleeson	SEQ-728			hg38	10,664,690	5,934,240	0.556	0.286	20.47	0.163		
SAMP-481	2703 2-1 - none	2703 2-1 - none	human	EXP-454	JYH	3/12/2018	JYH_294	JYH_294	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	707	510	Gleeson	SEQ-729			hg38	11,343,382	5,828,682	0.514	0.364	34.29	0.266		
SAMP-482	2703 2-1 - 1hr	2703 2-1 - 1hr	human	EXP-455	JYH	3/12/2018	JYH_295	JYH_295	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	710	511	Gleeson	SEQ-730			hg38	11,010,694	6,037,790	0.548	0.32	32.1	0.248		
SAMP-483	2703 2-1 - 6 hr	2703 2-1 - 6 hr	human	EXP-456	JYH	3/12/2018	JYH_296	JYH_296	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	711	502	Gleeson	SEQ-731			hg38	10,860,802	5,744,888	0.529	0.348	26.09	0.224		
SAMP-484	2703 3-3 - none	2703 3-3 - none	human	EXP-457	JYH	3/12/2018	JYH_297	JYH_297	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	712	503	Gleeson	SEQ-732			hg38	11,219,866	5,821,304	0.519	0.341	19.93	0.19		
SAMP-485	2703 3-3 - 1hr	2703 3-3 - 1hr	human	EXP-458	JYH	3/12/2018	JYH_298	JYH_298	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	701	505	Gleeson	SEQ-733			hg38	11,326,320	5,858,938	0.517	0.343	20.31	0.192		
SAMP-486	2703 3-3 - 6hr	2703 3-3 - 6hr	human	EXP-459	JYH	3/12/2018	JYH_299	JYH_299	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	702	506	Gleeson	SEQ-734			hg38	12,158,462	7,288,656	0.599	0.244	10.93	0.115		
SAMP-487	2703 3-4 - none	2703 3-4 - none	human	EXP-460	JYH	3/12/2018	JYH_300	JYH_300	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	703	507	Gleeson	SEQ-735			hg38	11,987,124	6,384,332	0.533	0.335	29.2	0.237		
SAMP-488	2703 3-4 - 1hr	2703 3-4 - 1hr	human	EXP-461	JYH	3/12/2018	JYH_301	JYH_301	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	704	508	Gleeson	SEQ-736			hg38	10,375,912	5,980,094	0.576	0.292	28.13	0.225		
SAMP-489	2703 3-4 - 6hr	2703 3-4 - 6hr	human	EXP-462	JYH	3/12/2018	JYH_302	JYH_302	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	705	510	Gleeson	SEQ-737			hg38	10,294,364	5,862,238	0.569	0.298	18.97	0.166		
SAMP-126	GM_SNAP10	ATAC control	human	EXP-462	JYH	3/12/2018	JYH_303	JYH_303	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.28	706	511	Gleeson	SEQ-738			hg38	9,388,670	4,934,130	0.526	0.309	30.26	0.225		
NA	Chi_D0_Input Optimization_DF5	Chi_D0_Input Optimization_DF5	human	EXP-509	AVD	3/15/2018	AVD_113	AVD_113	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A001	Chi ChIP Input Testing	SEQ-739			hg38	5,735,882	4,618,512	0.805	0.00385	1.405	0.0194		
NA	Chi_D0_Input Optimization_DF10	Chi_D0_Input Optimization_DF10	human	EXP-510	AVD	3/15/2018	AVD_114	AVD_114	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A003	Chi ChIP Input Testing	SEQ-740			hg38	4,122,498	3,264,924	0.792	0.00407	1.324	0.0187		
NA	Chi_D0_Input Optimization_DF15	Chi_D0_Input Optimization_DF15	human	EXP-511	AVD	3/15/2018	AVD_115	AVD_115	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A008	Chi ChIP Input Testing	SEQ-741			hg38	6,637,022	5,236,522	0.789	0.005	1.298	0.0184		
NA	Chi_D0_Input Optimization_DF20	Chi_D0_Input Optimization_DF20	human	EXP-512	AVD	3/15/2018	AVD_116	AVD_116	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A009	Chi ChIP Input Testing	SEQ-742			hg38	7,232,566	5,664,002	0.783	0.00494	1.327	0.0181		
NA	Chi_D0_Input Optimization_DF25	Chi_D0_Input Optimization_DF25	human	EXP-513	AVD	3/15/2018	AVD_117	AVD_117	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A010	Chi ChIP Input Testing	SEQ-743			hg38	6,463,842	5,104,688	0.79	0.0053	1.338	0.0178		
NA	Chi_D9 CM_Input Optimization_DF5	Chi_D9 CM_Input Optimization_DF5	human	EXP-514	AVD	3/15/2018	AVD_118	AVD_118	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A011	Chi ChIP Input Testing	SEQ-744			hg38	3,759,394	3,067,684	0.816	0.00318	1.469	0.0196		
NA	Chi_D9 CM_Input Optimization_DF10	Chi_D9 CM_Input Optimization_DF10	human	EXP-515	AVD	3/15/2018	AVD_119	AVD_119	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A020	Chi ChIP Input Testing	SEQ-745			hg38	5,984,108	4,841,132	0.809	0.00347	1.326	0.0176		
NA	Chi_D9 CM_Input Optimization_DF15	Chi_D9 CM_Input Optimization_DF15	human	EXP-516	AVD	3/15/2018	AVD_120	AVD_120	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A021	Chi ChIP Input Testing	SEQ-746			hg38	4,257,692	3,398,682	0.798	0.00351	1.282	0.0176		
NA	Chi_D9 CM_Input Optimization_DF20	Chi_D9 CM_Input Optimization_DF20	human	EXP-517	AVD	3/15/2018	AVD_121	AVD_121	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A022	Chi ChIP Input Testing	SEQ-747			NA	NA	NA	NA	NA	NA	NA		
NA	Chi_D9 CM_Input Optimization_DF25	Chi_D9 CM_Input Optimization_DF25	human	EXP-518	AVD	3/15/2018	AVD_122	AVD_122	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A023	Chi ChIP Input Testing	SEQ-748			hg38	3,284,600	2,593,022	0.789	0.00373	1.356	0.018		
NA	ENCODE tissue QC_27mg	ENCODE tissue QC_27mg	mouse	EXP-519	AVD	3/15/2018	AVD_123	AVD_123	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A025	ENCODE Input Test	SEQ-749			mm10	8,314,452	4,601,110	0.553	0.00985	1.342	0.0135		
NA	ENCODE tissue QC_37mg	ENCODE tissue QC_37mg	mouse	EXP-520	AVD	3/15/2018	AVD_124	AVD_124	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A027	ENCODE Input Test	SEQ-750			mm10	8,893,844	3,649,474	0.41	0.00586	1.354	0.0131		
NA	SRC_1625_cortex+RNase trt	SRC_1625_cortex+RNase trt	mouse	NA	AVD	3/15/2018	SRC_1625	SRC_1625	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	NA - TruSeq	A018	SRC cortex + RNase trt	SEQ-751			mm10	30,643,316	8,512,328	0.278	0.00744	1.367	0.0151		
NA	SRC_1626_cortex-RNase trt	SRC_1626_cortex-RNase trt	mouse	NA	AVD	3/15/2018	SRC_1626	SRC_1626	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.07	NA - TruSeq	A019	SRC cortex - RNase trt	SEQ-752			mm10	35,100,792	24,885,326	0.709	0.00959	1.342	0.0169		
Other	NA	Man.Grind (TIF) H1	Mouse	EXP-503	RMM	3/15/2018	RMM_22	RMM_22	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	508	712		SEQ-753			mm10	3,942,890	2,422,864	0.614	0.168	16.23	0.0979		
Other	NA	Man.Grind (TIF) H2	Mouse	EXP-504	RMM	3/15/2018	RMM_23	RMM_23	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	511	711		SEQ-754			mm10	2,916,042	1,762,920	0.605	0.169	9.784	0.0685		
Other	NA	Man.Grind (TIF) C1	Mouse	EXP-505	RMM	3/15/2018	RMM_24	RMM_24	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	510	703		SEQ-755			mm10	4,696,156	3,048,508	0.649	0.143	18.95	0.119		
Other	NA	Man.Grind (TIF) C2	Mouse	EXP-506	RMM	3/15/2018	RMM_25	RMM_25	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	505	706		SEQ-756			mm10	8,852,282	5,588,248	0.631	0.147	15.06	0.0887		
Other	NA	Man.Grind (TIF) M1	Mouse	EXP-507	RMM	3/15/2018	RMM_26	RMM_26	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	503	704		SEQ-757			mm10	12,241,792	7,004,166	0.572	0.209	16.42	0.1		
Other	NA	Man.Grind (TIF) M2	Mouse	EXP-508	RMM	3/15/2018	RMM_27	RMM_27	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.03	506	710		SEQ-758			mm10	15,217,172	8,482,594	0.557	0.226	17.33	0.101		
SAMP-528	NesCre-GFPpos Head	NesCre-GFPpos Head	Mouse	EXP-523	AVD	3/23/2018	AVD_125	AVD_125	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S502	N701	Jax sorting GFP - New samples test 1	SEQ-759			mm10	28,091,420	20,702,652	0.737	0.0129	14.91	0.134		
SAMP-528	NesCre-GFPneg Head	NesCre-GFPneg Head	Mouse	EXP-524	AVD	3/23/2018	AVD_126	AVD_126	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S505	N702	Jax sorting GFP - New samples test 1	SEQ-760			mm10	19,010,886	13,828,108	0.727	0.0235	14.04	0.123		
SAMP-528	NesCre Head All	NesCre Head All	Mouse	EXP-525	AVD	3/23/2018	AVD_127	AVD_127	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S508	N703	Jax sorting GFP - New samples test 1	SEQ-761			mm10	24,620,306	17,734,312	0.72	0.00921	9.725	0.0885		
SAMP-529	NesCre-GFPpos Body	NesCre-GFPpos Body	Mouse	EXP-526	AVD	3/23/2018	AVD_128	AVD_128	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S506	N704	*INDEX_Jax sorting GFP - New samples test 1; Could be 507	SEQ-762			mm10	23,347,030	16,904,890	0.724	0.0154	11.99	0.115		
SAMP-529	NesCre-GFPneg Body	NesCre-GFPneg Body	Mouse	EXP-527	AVD	3/23/2018	AVD_129	AVD_129	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S511	N710	*INDEX_Jax sorting GFP - New samples test 1; Could be 508	SEQ-763			mm10	21,334,356	16,095,904	0.754	0.0197	10.78	0.0868		
SAMP-529	NesCre Body All	NesCre Body All	Mouse	EXP-528	AVD	3/23/2018	AVD_130	AVD_130	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S510	N706	*INDEX_Jax sorting GFP - New samples test 1; Could be 510	SEQ-764			mm10	33,519,042	25,026,814	0.747	0.0192	13.34	0.0924		
NA	Chi_D3_Input Optimization_DF10	Chi_D3_Input Optimization_DF10	Human	EXP-529	AVD	3/23/2018	AVD_131	AVD_131	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A019	Chi Chromatin Shearing Optimization	SEQ-765			hg38	9,378,902	7,562,868	0.806	0.00356	1.433	0.0191		
NA	Chi_D3_Input Optimization_DF15	Chi_D3_Input Optimization_DF15	Human	EXP-530	AVD	3/23/2018	AVD_132	AVD_132	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A018	Chi Chromatin Shearing Optimization	SEQ-766			hg38	8,953,660	7,124,612	0.796	0.00417	1.372	0.0187		
NA	Chi_D3_Input Optimization_DF20	Chi_D3_Input Optimization_DF20	Human	EXP-531	AVD	3/23/2018	AVD_133	AVD_133	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A016	Chi Chromatin Shearing Optimization	SEQ-767			hg38	9,773,572	7,763,950	0.794	0.00523	1.363	0.0187		
NA	Chi_D3_Input Optimization_DF25	Chi_D3_Input Optimization_DF25	Human	EXP-532	AVD	3/23/2018	AVD_134	AVD_134	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A015	Chi Chromatin Shearing Optimization	SEQ-768			hg38	11,739,184	9,490,716	0.808	0.00449	1.384	0.0191		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube1	Human	EXP-430	AVD	3/23/2018	AVD_135	AVD_135	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A014	K562_Input Test for Reproducibility	SEQ-769			hg38	7,338,640	6,065,384	0.826	0.0029	1.323	0.0173		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube2	Human	EXP-431	AVD	3/23/2018	AVD_136	AVD_136	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A013	K562_Input Test for Reproducibility	SEQ-770			hg38	5,706,558	4,709,536	0.825	0.00312	1.353	0.0173		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube3	Human	EXP-432	AVD	3/23/2018	AVD_137	AVD_137	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A012	K562_Input Test for Reproducibility	SEQ-771			hg38	11,815,436	9,788,060	0.828	0.00343	1.326	0.0175		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube4	Human	EXP-433	AVD	3/23/2018	AVD_138	AVD_138	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A007	K562_Input Test for Reproducibility	SEQ-772			hg38	9,013,340	7,443,002	0.826	0.00316	1.291	0.0174		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube5	Human	EXP-434	AVD	3/23/2018	AVD_139	AVD_139	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A006	K562_Input Test for Reproducibility	SEQ-773			hg38	10,194,864	8,447,088	0.829	0.00355	1.324	0.0175		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube6	Human	EXP-435	AVD	3/23/2018	AVD_140	AVD_140	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A005	K562_Input Test for Reproducibility	SEQ-774			hg38	11,303,604	9,378,412	0.83	0.00337	1.317	0.0173		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube7	Human	EXP-436	AVD	3/23/2018	AVD_141	AVD_141	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A004	K562_Input Test for Reproducibility	SEQ-775			hg38	11,838,350	9,813,876	0.829	0.00333	1.307	0.0172		
NA	K562_Input Test for Reproducibility	K652 Input Chr_10m_DF15_tube8	Human	EXP-437	AVD	3/23/2018	AVD_142	AVD_142	ChIP-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	NA - TruSeq	A002	K562_Input Test for Reproducibility	SEQ-776			hg38	12,414,672	10,332,758	0.832	0.00334	1.304	0.0179		
SAMP-546	Human from Salk	Human Brain Dounce	Human	EXP-502	XW	3/27/2018	XW_75	XW_75	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-777			NA	NA	NA	NA	NA	NA	NA		
SAMP-547	UMB 40 Human	Human Brain Grind	Human		XW	3/27/2018	XW_76	XW_76	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-778			NA	NA	NA	NA	NA	NA	NA		
		Mini Brain Atlas_2D_Rep1	Mouse		XH	3/27/2018	XW_77	XW_77	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-779			NA	NA	NA	NA	NA	NA	NA		
SAMP-560	CEMBA180319_2D	Mini Brain Atlas_2D_Rep2	Mouse	EXP-521	XW	3/27/2018	XW_78	XW_78	scATAC-seq	LICR	HiSeq2500	50+43+37+50	PE	1.00				SEQ-780			NA	NA	NA	NA	NA	NA	NA		
