IMPORTANT NOTE: SHEET IS PROTOCTED AND WILL GIVE A WARNING BEFORE EDITS CAN BE MADE. PLEASE TAKE CARE NOT TO MAKE UNINTENDED CHANGES.																													
To be completed by wet lab team member																		Sequncing file index (DO NOT CHANGE)	To be completed by bioinformatics team member										
Sample Index (from MSTS)	sample ID (from MSTS)	Label (for QC report)	species 	Experiment Index (from METS)	Team member intials	Date submitted for sequencing	Library ID	Sequencing ID	Experiment type	Sequening core	Machine	Sequening length	Read type	Portion of lane	i5 Index (or single index)	i7 index (if applicable)	Notes		Date sequencing completed	Team member intitials	Genome	Total_reads	Final_reads	Final_yield	Mito_frac	TSS_enrichment	FRoP	Link for sharing files	Notes
Other	N/A (Cells acquired from AVD; Not on our MSTS)	K_562_1	Human	EXP-275	RMM	11/29/2017	RMM_8	RMM_8	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S505	N702	PE 75; K562-1	SEQ-311			hg38	29,299,854	9,733,840	0.332	0.548	27.63	0.28		
Other	N/A (Cells acquired from AVD; Not on our MSTS)	K_562_2	Human	EXP-276	RMM	11/29/2017	RMM_9	RMM_9	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S506	N703	PE 75; K562-2	SEQ-312			hg38	30,746,442	11,077,914	0.36	0.516	26.84	0.286		
Other	N/A (Cells acquired from AVD; Not on our MSTS)	K_562_3	Human	EXP-277	RMM	11/29/2017	RMM_10	RMM_10	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S508	N704	PE 75; K562-3	SEQ-313			hg38	36,929,686	12,787,542	0.346	0.527	24.49	0.237		
Other	N/A (Cells acquired from AVD; Not on our MSTS)	K_562_4	Human	EXP-278	RMM	11/29/2017	RMM_11	RMM_11	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S510	N705	PE 75; K562-4	SEQ-314			hg38	26,734,656	9,195,378	0.344	0.54	27.14	0.295		
SAMP-200	H7-DMSO-1SNAP	H7-DMSO-1SNAP	human	EXP-104	JYH	10/26/2017	JYH_121	JYH_121_2	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S505	N701	Burgoyne 2nd_again with Nextseq	SEQ-315			hg38	32,989,932	5,634,704	0.171	0.528	12.66	0.2		
SAMP-201	H7-DMSO-2SNAP	H7-DMSO-2SNAP	human	EXP-105	JYH	10/26/2017	JYH_122	JYH_122_2	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.06	S506	N702	Burgoyne 2nd_again with Nextseq	SEQ-316			hg38	47,785,136	6,011,642	0.126	0.536	12.53	0.197		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-279	SP	12/13/2017	XW33	XW33	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-A12	N/A		SEQ-317			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-280	SP	12/13/2017	XW34	XW34	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-B11	N/A		SEQ-318			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-281	SP	12/13/2017	XW35	XW35	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-B12	N/A		SEQ-319			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-282	SP	12/13/2017	XW36	XW36	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-C11	N/A		SEQ-320			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-283	SP	12/13/2017	XW37	XW37	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-C12	N/A		SEQ-321			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-284	SP	12/13/2017	XW38	XW38	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D1	N/A		SEQ-322			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-285	SP	12/13/2017	XW39	XW39	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D2	N/A		SEQ-323			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-286	SP	12/13/2017	XW40	XW40	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D3	N/A		SEQ-324			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-287	SP	12/13/2017	XW41	XW41	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D4	N/A		SEQ-325			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-288	SP	12/13/2017	XW42	XW42	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D5	N/A		SEQ-326			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-289	SP	12/13/2017	XW43	XW43	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D6	N/A		SEQ-327			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-290	SP	12/13/2017	XW44	XW44	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D7	N/A		SEQ-328			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-291	JYH	2018-01-09	JYH_190	JYH_190	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E4	N/A		SEQ-329			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-292	JYH	2018-01-09	JYH_191	JYH_191	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E5	N/A		SEQ-330			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-293	JYH	2018-01-09	JYH_192	JYH_192	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E6	N/A		SEQ-331			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-294	JYH	2018-01-09	JYH_193	JYH_193	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E7	N/A		SEQ-332			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-295	JYH	2018-01-09	JYH_194	JYH_194	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F1	N/A		SEQ-333			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-296	JYH	2018-01-09	JYH_195	JYH_195	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F2	N/A		SEQ-334			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-297	JYH	2018-01-09	JYH_196	JYH_196	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F3	N/A		SEQ-335			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-298	JYH	2018-01-09	JYH_197	JYH_197	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F4	N/A		SEQ-336			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-299	JYH	2018-01-09	JYH_198	JYH_198	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D8	N/A		SEQ-337			NA	NA	NA	NA	NA	NA	NA		
SAMP-404	CD11b_CD45_GBM2_super_IDH_WT	CD11b_CD45_GBM2_super_IDH_WT	human	EXP-300	JYH	2018-01-09	JYH_199	JYH_199	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D9	N/A		SEQ-338			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-301	JYH	2018-01-09	JYH_200	JYH_200	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E8	N/A		SEQ-339			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-302	JYH	2018-01-09	JYH_201	JYH_201	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E9	N/A		SEQ-340			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-303	JYH	2018-01-09	JYH_202	JYH_202	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E10	N/A		SEQ-341			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-304	JYH	2018-01-09	JYH_203	JYH_203	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-E11	N/A		SEQ-342			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-305	JYH	2018-01-09	JYH_204	JYH_204	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F5	N/A		SEQ-343			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-306	JYH	2018-01-09	JYH_205	JYH_205	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F6	N/A		SEQ-344			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-307	JYH	2018-01-09	JYH_206	JYH_206	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F7	N/A		SEQ-345			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-308	JYH	2018-01-09	JYH_207	JYH_207	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-F8	N/A		SEQ-346			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-309	JYH	2018-01-09	JYH_208	JYH_208	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D10	N/A		SEQ-347			NA	NA	NA	NA	NA	NA	NA		
SAMP-405	CD11b_CD45_GBM2_deep_IDH_WT	CD11b_CD45_GBM2_deep_IDH_WT	human	EXP-310	JYH	2018-01-09	JYH_209	JYH_209	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.08	SI-GA-D11	N/A		SEQ-348			NA	NA	NA	NA	NA	NA	NA		
SAMP-394	MA-1	MA-1	human	EXP-311	SP	12/13/2017	XH1	XH1	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.17	SI-GA-E1	N/A		SEQ-349			NA	NA	NA	NA	NA	NA	NA		
SAMP-395	MA-2	MA-2	human	EXP-312	SP	12/13/2017	XH2	XH2	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.17	SI-GA-E2	N/A		SEQ-350			NA	NA	NA	NA	NA	NA	NA		
SAMP-283	CA 237	CA 237	human	EXP-313	SP	12/13/2017	XH3	XH3	scRNA-seq	IGM	HiSeq4000	26+8+0+98	PE	0.17	SI-GA-E3	N/A		SEQ-351			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-279	SP	12/13/2017	XW33	XW33_2	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.20	SI-GA-A12	N/A		SEQ-352			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-280	SP	12/13/2017	XW34	XW34_2	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.20	SI-GA-B11	N/A		SEQ-353			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-281	SP	12/13/2017	XW35	XW35_2	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.20	SI-GA-B12	N/A		SEQ-354			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-282	SP	12/13/2017	XW36	XW36_2	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.20	SI-GA-C11	N/A		SEQ-355			NA	NA	NA	NA	NA	NA	NA		
SAMP-403	CD11b_CD45_GBM1_IDH_WT	CD11b_CD45_GBM1_IDH_WT	human	EXP-283	SP	12/13/2017	XW37	XW37_2	scRNA-seq	EPIGEN	NextSeq550 Mid	26+8+0+98	PE	0.20	SI-GA-C12	N/A		SEQ-356			NA	NA	NA	NA	NA	NA	NA		
SAMP-421	1034005CA0503	1034005CA0503	human	EXP-322	JYH	1/8/2017	JYH_210	JYH_210	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S502	N701		SEQ-357			hg38	1,320,262	948,514	0.718	0.0965	1.669	0.0109		
SAMP-423	1034005NR0503	1034005NR0503	human	EXP-323	JYH	1/8/2017	JYH_211	JYH_211	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S503	N702		SEQ-358			hg38	1,882,320	1,349,288	0.717	0.093	4.156	0.0234		
SAMP-424	1036205CA0503	1036205CA0503	human	EXP-324	JYH	1/8/2017	JYH_212	JYH_212	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S505	N703		SEQ-359			hg38	7,525,394	4,829,246	0.642	0.188	6.016	0.025		
SAMP-426	1036205NR0503	1036205NR0503	human	EXP-325	JYH	1/8/2017	JYH_213	JYH_213	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S506	N704		SEQ-360			hg38	847,676	631,928	0.745	0.0591	1.398	0.0131		
SAMP-427	1035805CA0503	1035805CA0503	human	EXP-326	JYH	1/8/2017	JYH_214	JYH_214	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S507	N705		SEQ-361			hg38	8,826,926	5,643,756	0.639	0.176	1.903	0.0121		
SAMP-429	1035805NR0503	1035805NR0503	human	EXP-327	JYH	1/8/2017	JYH_215	JYH_215	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S508	N706		SEQ-362			hg38	1,366,188	931,452	0.682	0.13	2.53	0.0178		
SAMP-430	1036305CA0503	1036305CA0503	human	EXP-328	JYH	1/8/2017	JYH_216	JYH_216	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S510	N707		SEQ-363			hg38	3,841,056	2,728,934	0.71	0.108	2.451	0.0165		
SAMP-432	1036305NR0503	1036305NR0503	human	EXP-329	JYH	1/8/2017	JYH_217	JYH_217	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S511	N710		SEQ-364			hg38	6,162,434	4,188,652	0.68	0.122	1.94	0.0138		
SAMP-433	1033605CA0503	1033605CA0503	human	EXP-330	JYH	1/8/2017	JYH_218	JYH_218	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S502	N711		SEQ-365			hg38	5,019,234	3,244,574	0.646	0.198	3.579	0.0181		
SAMP-435	1033605NR0503	1033605NR0503	human	EXP-331	JYH	1/8/2017	JYH_219	JYH_219	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S503	N712		SEQ-366			hg38	1,347,154	865,122	0.642	0.179	3.376	0.0186		
SAMP-436	1033705CA0503	1033705CA0503	human	EXP-332	JYH	1/8/2017	JYH_220	JYH_220	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S505	N701		SEQ-367			hg38	8,148,934	5,233,864	0.642	0.158	2.173	0.0133		
SAMP-437	1033705NR0503	1033705NR0503	human	EXP-333	JYH	1/8/2017	JYH_221	JYH_221	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S506	N702		SEQ-368			hg38	6,475,594	4,205,900	0.65	0.17	3.221	0.0176		
SAMP-126	GM_SNAP10	ATAC control	human	EXP-334	JYH	1/8/2017	JYH_222	JYH_222	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S507	N703		SEQ-369			hg38	10,566,156	4,476,204	0.424	0.451	36.61	0.209		
SAMP-68	GBM3	GBM3	human	EXP-335	JYH	1/8/2017	JYH_223	JYH_223	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S503	N701		SEQ-370			hg38	8,890,234	7,001,966	0.788	0.0621	20.38	0.241		
SAMP-71	GBM4.3	GBM4.3	human	EXP-336	JYH	1/8/2017	JYH_224	JYH_224	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S505	N702		SEQ-371			hg38	7,589,510	5,762,988	0.759	0.0691	12.3	0.115		
SAMP-77	GBM5.4	GBM5.4	human	EXP-337	JYH	1/8/2017	JYH_225	JYH_225	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S506	N703		SEQ-372			hg38	8,091,432	5,802,274	0.717	0.11	9.806	0.0822		
SAMP-79	GBM6.2	GBM6.2	human	EXP-338	JYH	1/8/2017	JYH_226	JYH_226	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S507	N704		SEQ-373			hg38	5,504,128	3,568,792	0.648	0.176	8.956	0.0694		
SAMP-80	GBM7	GBM7	human	EXP-339	JYH	1/8/2017	JYH_227	JYH_227	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S508	N705		SEQ-374			hg38	6,922,220	4,449,826	0.643	0.198	10.55	0.0763		
SAMP-81	GBM8.1	GBM8.1	human	EXP-340	JYH	1/8/2017	JYH_228	JYH_228	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S510	N706		SEQ-375			hg38	5,688,276	3,535,888	0.622	0.22	11.24	0.0816		
SAMP-86	GBM9.2	GBM9.2	human	EXP-341	JYH	1/8/2017	JYH_229	JYH_229	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S511	N707		SEQ-376			hg38	5,697,262	3,933,550	0.69	0.13	7.413	0.0531		
SAMP-91	GBM10.3	GBM10.3	human	EXP-342	JYH	1/8/2017	JYH_230	JYH_230	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S502	N710		SEQ-377			hg38	7,876,690	4,780,732	0.607	0.251	12.83	0.11		
SAMP-113	GBM11	GBM11	human	EXP-343	JYH	1/8/2017	JYH_231	JYH_231	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S503	N711		SEQ-378			hg38	8,618,970	6,409,730	0.744	0.116	20.24	0.177		
SAMP-115	GBM12.2	GBM12.2	human	EXP-344	JYH	1/8/2017	JYH_232	JYH_232	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S505	N712		SEQ-379			hg38	6,198,206	4,393,148	0.709	0.112	15.78	0.126		
SAMP-126	GM_SNAP10	ATAC control	human	EXP-345	JYH	1/8/2017	JYH_233	JYH_233	ATAC-seq	EPIGEN	NextSeq550 Mid	75	PE	0.04	S506	N701		SEQ-380			hg38	8,832,832	4,110,310	0.465	0.407	35.72	0.214		
SAMP-68	GBM3	GBM3	human	EXP-335	JYH	1/16/2018	JYH_223	JYH_223_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S503	N701		SEQ-385			hg38	53,533,632	41,012,432	0.766	0.0618	19.66	0.235		
SAMP-71	GBM4.3	GBM4.3	human	EXP-336	JYH	1/16/2018	JYH_224	JYH_224_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S505	N702		SEQ-386			hg38	44,417,238	33,390,362	0.752	0.0701	12.05	0.115		
SAMP-77	GBM5.4	GBM5.4	human	EXP-337	JYH	1/16/2018	JYH_225	JYH_225_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S506	N703		SEQ-387			hg38	46,378,156	32,922,804	0.71	0.112	9.54	0.0809		
SAMP-79	GBM6.2	GBM6.2	human	EXP-338	JYH	1/16/2018	JYH_226	JYH_226_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S507	N704		SEQ-388			hg38	38,733,896	24,836,198	0.641	0.185	8.437	0.0657		
SAMP-80	GBM7	GBM7	human	EXP-339	JYH	1/16/2018	JYH_227	JYH_227_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S508	N705		SEQ-389			hg38	43,485,898	27,439,172	0.631	0.201	10.43	0.0757		
SAMP-81	GBM8.1	GBM8.1	human	EXP-340	JYH	1/16/2018	JYH_228	JYH_228_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S510	N706		SEQ-390			hg38	36,824,092	22,502,686	0.611	0.224	11.01	0.0813		
SAMP-86	GBM9.2	GBM9.2	human	EXP-341	JYH	1/16/2018	JYH_229	JYH_229_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S511	N707		SEQ-391			hg38	35,174,572	23,845,564	0.678	0.133	7.258	0.0524		
SAMP-91	GBM10.3	GBM10.3	human	EXP-342	JYH	1/16/2018	JYH_230	JYH_230_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S502	N710		SEQ-392			hg38	43,649,926	26,302,086	0.603	0.252	12.48	0.109		
SAMP-113	GBM11	GBM11	human	EXP-343	JYH	1/16/2018	JYH_231	JYH_231_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S503	N711		SEQ-393			hg38	49,661,956	36,461,060	0.734	0.115	19.33	0.174		
SAMP-115	GBM12.2	GBM12.2	human	EXP-344	JYH	1/16/2018	JYH_232	JYH_232_2	ATAC-seq	EPIGEN	NextSeq550 High	75	PE	0.10	S505	N712		SEQ-394			hg38	35,945,054	25,017,552	0.696	0.113	15.38	0.124		
SAMP-226	D00_Rep1	D00_Rep1	human	EXP-118	JYH	1/12/2018	JYH_127	JYH_127_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S502	N701		SEQ-395			hg38	37,434,508	14,185,506	0.379	0.501	28.66	0.337		
SAMP-228	D03_Rep1	D03_Rep1	human	EXP-119	JYH	1/12/2018	JYH_128	JYH_128_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S503	N702		SEQ-396			hg38	70,333,696	20,090,116	0.286	0.421	25.15	0.252		
SAMP-230	D05_Rep1_VE	D05_Rep1_VE	human	EXP-120	JYH	1/12/2018	JYH_129	JYH_129_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S505	N703		SEQ-397			hg38	41,943,884	21,943,970	0.523	0.345	33.91	0.368		
SAMP-232	D07_Rep1_VE	D07_Rep1_VE	human	EXP-121	JYH	1/12/2018	JYH_130	JYH_130_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S506	N704		SEQ-398			hg38	41,422,842	23,764,286	0.574	0.293	27.89	0.346		
SAMP-234	D09_Rep1_VE	D09_Rep1_VE	human	EXP-122	JYH	1/12/2018	JYH_131	JYH_131_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S507	N705		SEQ-399			hg38	39,003,282	23,161,274	0.594	0.263	30.5	0.385		
SAMP-236	D15_Rep1_VE	D15_Rep1_VE	human	EXP-123	JYH	1/12/2018	JYH_132	JYH_132_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S508	N706		SEQ-400			hg38	47,775,342	27,969,210	0.585	0.268	28.35	0.33		
SAMP-238	D05_Rep1_CM	D05_Rep1_CM	human	EXP-124	JYH	1/12/2018	JYH_133	JYH_133_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S510	N707		SEQ-401			hg38	43,529,812	14,324,276	0.329	0.551	38.54	0.429		
SAMP-240	D07_Rep1_CM	D07_Rep1_CM	human	EXP-125	JYH	1/12/2018	JYH_134	JYH_134_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S511	N710		SEQ-402			hg38	46,828,136	20,791,342	0.444	0.416	35.63	0.402		
SAMP-242	D09_Rep1_CM	D09_Rep1_CM	human	EXP-126	JYH	1/12/2018	JYH_135	JYH_135_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S506	N701		SEQ-403			hg38	56,320,040	20,060,190	0.356	0.516	40.88	0.455		
SAMP-244	D15_Rep1_CM	D15_Rep1_CM	human	EXP-127	JYH	1/12/2018	JYH_136	JYH_136_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S507	N702		SEQ-404			hg38	54,274,212	23,426,040	0.432	0.427	37.41	0.405		
SAMP-246	D05_Rep1_Epi	D05_Rep1_Epi	human	EXP-128	JYH	1/12/2018	JYH_137	JYH_137_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S508	N703		SEQ-405			hg38	34,901,258	15,379,570	0.441	0.432	35.13	0.4		
SAMP-248	D07_Rep1_Epi	D07_Rep1_Epi	human	EXP-129	JYH	1/12/2018	JYH_138	JYH_138_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S510	N704		SEQ-406			hg38	50,652,988	27,634,788	0.546	0.315	33.68	0.41		
SAMP-250	D09_Rep1_Epi	D09_Rep1_Epi	human	EXP-130	JYH	1/12/2018	JYH_139	JYH_139_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S511	N705		SEQ-407			hg38	46,014,996	24,829,314	0.54	0.321	36.08	0.426		
SAMP-252	D15_Rep1_Epi	D15_Rep1_Epi	human	EXP-131	JYH	1/12/2018	JYH_140	JYH_140_2	ATAC-seq	IGM	HiSeq4000	100	PE	0.13	S502	N706		SEQ-408			hg38	32,068,442	19,230,706	0.6	0.259	30.78	0.331		
